Id,ActivityDay,Weekday,StepTotal
6391747486,4/5/2016,Tuesday,9766
6391747486,4/6/2016,Wednesday,165
6391747486,4/7/2016,Thursday,0
6391747486,4/8/2016,Friday,0
6391747486,4/9/2016,Saturday,0
6775888955,3/12/2016,Saturday,2929
6775888955,3/13/2016,Sunday,5958
6775888955,3/14/2016,Monday,3876
6775888955,3/15/2016,Tuesday,3942
6775888955,3/16/2016,Wednesday,1368
6775888955,3/17/2016,Thursday,1287
6775888955,3/18/2016,Friday,6576
6775888955,3/19/2016,Saturday,3926
6775888955,3/20/2016,Sunday,7884
6775888955,3/21/2016,Monday,4184
6775888955,3/22/2016,Tuesday,0
6775888955,3/23/2016,Wednesday,0
6775888955,3/24/2016,Thursday,0
6775888955,3/25/2016,Friday,2986
6775888955,3/26/2016,Saturday,16888
6775888955,3/27/2016,Sunday,12631
6775888955,3/28/2016,Monday,13389
6775888955,3/29/2016,Tuesday,1081
6775888955,3/30/2016,Wednesday,1829
6775888955,3/31/2016,Thursday,2498
6775888955,4/1/2016,Friday,7225
6775888955,4/2/2016,Saturday,1988
6775888955,4/3/2016,Sunday,1577
6775888955,4/4/2016,Monday,0
6775888955,4/5/2016,Tuesday,8806
6775888955,4/6/2016,Wednesday,11761
6775888955,4/7/2016,Thursday,13987
6775888955,4/8/2016,Friday,4131
6775888955,4/9/2016,Saturday,14
6962181067,3/12/2016,Saturday,16671
6962181067,3/13/2016,Sunday,10236
6962181067,3/14/2016,Monday,13999
6962181067,3/15/2016,Tuesday,10156
6962181067,3/16/2016,Wednesday,16236
6962181067,3/17/2016,Thursday,26100
6962181067,3/18/2016,Friday,23071
6962181067,3/19/2016,Saturday,20424
6962181067,3/20/2016,Sunday,20053
6962181067,3/21/2016,Monday,20329
6962181067,3/22/2016,Tuesday,11051
6962181067,3/23/2016,Wednesday,10384
6962181067,3/24/2016,Thursday,11332
6962181067,3/25/2016,Friday,12494
6962181067,3/26/2016,Saturday,11885
6962181067,3/27/2016,Sunday,10141
6962181067,3/28/2016,Monday,12472
6962181067,3/29/2016,Tuesday,13063
6962181067,3/30/2016,Wednesday,15491
6962181067,3/31/2016,Thursday,14097
6962181067,4/1/2016,Friday,10467
6962181067,4/2/2016,Saturday,12437
6962181067,4/3/2016,Sunday,12307
6962181067,4/4/2016,Monday,18952
6962181067,4/5/2016,Tuesday,12010
6962181067,4/6/2016,Wednesday,12480
6962181067,4/7/2016,Thursday,13417
6962181067,4/8/2016,Friday,14358
6962181067,4/9/2016,Saturday,12495
6962181067,4/10/2016,Sunday,10148
6962181067,4/11/2016,Monday,12362
6962181067,4/12/2016,Tuesday,10199
7007744171,3/12/2016,Saturday,0
7007744171,3/13/2016,Sunday,12711
7007744171,3/14/2016,Monday,10722
7007744171,3/15/2016,Tuesday,10687
7007744171,3/16/2016,Wednesday,0
7007744171,3/17/2016,Thursday,13714
7007744171,3/18/2016,Friday,11328
7007744171,3/19/2016,Saturday,6131
7007744171,3/20/2016,Sunday,15347
7007744171,3/21/2016,Monday,15833
7007744171,3/22/2016,Tuesday,15020
7007744171,3/23/2016,Wednesday,12608
7007744171,3/24/2016,Thursday,14034
7007744171,3/25/2016,Friday,13359
7007744171,3/26/2016,Saturday,7806
7007744171,3/27/2016,Sunday,8487
7007744171,3/28/2016,Monday,7012
7007744171,3/29/2016,Tuesday,5995
7007744171,3/30/2016,Wednesday,13292
7007744171,3/31/2016,Thursday,10981
7007744171,4/1/2016,Friday,11680
7007744171,4/2/2016,Saturday,10976
7007744171,4/3/2016,Sunday,16806
7007744171,4/4/2016,Monday,15266
7007744171,4/5/2016,Tuesday,12074
7007744171,4/6/2016,Wednesday,13513
7007744171,4/7/2016,Thursday,14100
7007744171,4/8/2016,Friday,12627
7007744171,4/9/2016,Saturday,10345
7007744171,4/10/2016,Sunday,10146
7007744171,4/11/2016,Monday,12168
7007744171,4/12/2016,Tuesday,14172
7086361926,3/12/2016,Saturday,3942
7086361926,3/13/2016,Sunday,1729
7086361926,3/14/2016,Monday,5491
7086361926,3/15/2016,Tuesday,11229
7086361926,3/16/2016,Wednesday,8157
7086361926,3/17/2016,Thursday,7731
7086361926,3/18/2016,Friday,7992
7086361926,3/19/2016,Saturday,10252
7086361926,3/20/2016,Sunday,3623
7086361926,3/21/2016,Monday,7133
7086361926,3/22/2016,Tuesday,1917
7086361926,3/23/2016,Wednesday,1055
7086361926,3/24/2016,Thursday,11504
7086361926,3/25/2016,Friday,4651
7086361926,3/26/2016,Saturday,14319
7086361926,3/27/2016,Sunday,4981
7086361926,3/28/2016,Monday,3654
7086361926,3/29/2016,Tuesday,4715
7086361926,3/30/2016,Wednesday,4339
7086361926,3/31/2016,Thursday,6732
7086361926,4/1/2016,Friday,11463
7086361926,4/2/2016,Saturday,13
7086361926,4/3/2016,Sunday,1949
7086361926,4/4/2016,Monday,6101
7086361926,4/5/2016,Tuesday,7413
7086361926,4/6/2016,Wednesday,7352
7086361926,4/7/2016,Thursday,14574
7086361926,4/8/2016,Friday,9585
7086361926,4/9/2016,Saturday,7338
7086361926,4/10/2016,Sunday,569
7086361926,4/11/2016,Monday,6232
7086361926,4/12/2016,Tuesday,11309
8053475328,3/12/2016,Saturday,18227
8053475328,3/13/2016,Sunday,37322
8053475328,3/14/2016,Monday,12115
8053475328,3/15/2016,Tuesday,15053
8053475328,3/16/2016,Wednesday,13124
8053475328,3/17/2016,Thursday,18155
8053475328,3/18/2016,Friday,12998
8053475328,3/19/2016,Saturday,19039
8053475328,3/20/2016,Sunday,21390
8053475328,3/21/2016,Monday,11687
8053475328,3/22/2016,Tuesday,13025
8053475328,3/23/2016,Wednesday,12734
8053475328,3/24/2016,Thursday,11196
8053475328,3/25/2016,Friday,16213
8053475328,3/26/2016,Saturday,10980
8053475328,3/27/2016,Sunday,9786
8053475328,3/28/2016,Monday,10406
8053475328,3/29/2016,Tuesday,13848
8053475328,3/30/2016,Wednesday,2552
8053475328,3/31/2016,Thursday,11493
8053475328,4/1/2016,Friday,12411
8053475328,4/2/2016,Saturday,20188
8053475328,4/3/2016,Sunday,25701
8053475328,4/4/2016,Monday,17380
8053475328,4/5/2016,Tuesday,17167
8053475328,4/6/2016,Wednesday,16435
8053475328,4/7/2016,Thursday,17078
8053475328,4/8/2016,Friday,11693
8053475328,4/9/2016,Saturday,11159
8053475328,4/10/2016,Sunday,10109
8053475328,4/11/2016,Monday,16064
8053475328,4/12/2016,Tuesday,18060
8253242879,3/12/2016,Saturday,0
8253242879,3/13/2016,Sunday,0
8253242879,3/14/2016,Monday,0
8253242879,3/15/2016,Tuesday,0
8253242879,3/16/2016,Wednesday,0
8253242879,3/17/2016,Thursday,0
8253242879,3/18/2016,Friday,0
8253242879,3/19/2016,Saturday,0
8253242879,3/20/2016,Sunday,0
8253242879,3/21/2016,Monday,0
8253242879,3/22/2016,Tuesday,0
8253242879,3/23/2016,Wednesday,0
8253242879,3/24/2016,Thursday,0
8253242879,3/25/2016,Friday,0
8253242879,3/26/2016,Saturday,0
8253242879,3/27/2016,Sunday,0
8253242879,3/28/2016,Monday,0
8253242879,3/29/2016,Tuesday,0
8253242879,3/30/2016,Wednesday,0
8253242879,3/31/2016,Thursday,0
8253242879,4/1/2016,Friday,0
8253242879,4/2/2016,Saturday,0
8253242879,4/3/2016,Sunday,0
8253242879,4/4/2016,Monday,0
8253242879,4/5/2016,Tuesday,0
8253242879,4/6/2016,Wednesday,1931
8253242879,4/7/2016,Thursday,5181
8253242879,4/8/2016,Friday,12026
8253242879,4/9/2016,Saturday,5360
8253242879,4/10/2016,Sunday,2545
8253242879,4/11/2016,Monday,1350
8378563200,3/12/2016,Saturday,3092
8378563200,3/13/2016,Sunday,2975
8378563200,3/14/2016,Monday,4467
8378563200,3/15/2016,Tuesday,11467
8378563200,3/16/2016,Wednesday,8007
8378563200,3/17/2016,Thursday,3292
8378563200,3/18/2016,Friday,11789
8378563200,3/19/2016,Saturday,4978
8378563200,3/20/2016,Sunday,7212
8378563200,3/21/2016,Monday,4753
8378563200,3/22/2016,Tuesday,10123
8378563200,3/23/2016,Wednesday,10287
8378563200,3/24/2016,Thursday,6350
8378563200,3/25/2016,Friday,11326
8378563200,3/26/2016,Saturday,5502
8378563200,3/27/2016,Sunday,2104
8378563200,3/28/2016,Monday,13252
8378563200,3/29/2016,Tuesday,13207
8378563200,3/30/2016,Wednesday,7771
8378563200,3/31/2016,Thursday,13578
8378563200,4/1/2016,Friday,14179
8378563200,4/2/2016,Saturday,3358
8378563200,4/3/2016,Sunday,9152
8378563200,4/4/2016,Monday,13927
8378563200,4/5/2016,Tuesday,12846
8378563200,4/6/2016,Wednesday,9124
8378563200,4/7/2016,Thursday,9725
8378563200,4/8/2016,Friday,8350
8378563200,4/9/2016,Saturday,2240
8378563200,4/10/2016,Sunday,2631
8378563200,4/11/2016,Monday,8837
8378563200,4/12/2016,Tuesday,7626
8583815059,3/12/2016,Saturday,2579
8583815059,3/13/2016,Sunday,2694
8583815059,3/14/2016,Monday,2030
8583815059,3/15/2016,Tuesday,2856
8583815059,3/16/2016,Wednesday,2651
8583815059,3/17/2016,Thursday,0
8583815059,3/18/2016,Friday,0
8583815059,3/19/2016,Saturday,0
8583815059,3/20/2016,Sunday,0
8583815059,3/21/2016,Monday,0
8583815059,3/22/2016,Tuesday,0
8583815059,3/23/2016,Wednesday,0
8583815059,3/24/2016,Thursday,0
8583815059,3/25/2016,Friday,0
8583815059,3/26/2016,Saturday,0
8583815059,3/27/2016,Sunday,0
8583815059,3/28/2016,Monday,2889
8583815059,3/29/2016,Tuesday,6835
8583815059,3/30/2016,Wednesday,6386
8583815059,3/31/2016,Thursday,7504
8583815059,4/1/2016,Friday,2174
8583815059,4/2/2016,Saturday,3452
8583815059,4/3/2016,Sunday,2380
8583815059,4/4/2016,Monday,3159
8583815059,4/5/2016,Tuesday,6835
8583815059,4/6/2016,Wednesday,2090
8583815059,4/7/2016,Thursday,2816
8583815059,4/8/2016,Friday,1251
8792009665,3/12/2016,Saturday,0
8792009665,3/13/2016,Sunday,0
8792009665,3/14/2016,Monday,0
8792009665,3/15/2016,Tuesday,0
8792009665,3/16/2016,Wednesday,0
8792009665,3/17/2016,Thursday,0
8792009665,3/18/2016,Friday,0
8792009665,3/19/2016,Saturday,0
8792009665,3/20/2016,Sunday,0
8792009665,3/21/2016,Monday,0
8792009665,3/22/2016,Tuesday,0
8792009665,3/23/2016,Wednesday,0
8792009665,3/24/2016,Thursday,0
8792009665,3/25/2016,Friday,0
8792009665,3/26/2016,Saturday,0
8792009665,3/27/2016,Sunday,5500
8792009665,3/28/2016,Monday,1421
8792009665,3/29/2016,Tuesday,1703
8792009665,3/30/2016,Wednesday,1032
8792009665,3/31/2016,Thursday,2967
8792009665,4/1/2016,Friday,4592
8792009665,4/2/2016,Saturday,8452
8792009665,4/3/2016,Sunday,7238
8792009665,4/4/2016,Monday,3821
8792009665,4/5/2016,Tuesday,2332
8792009665,4/6/2016,Wednesday,2121
8792009665,4/7/2016,Thursday,1291
8792009665,4/8/2016,Friday,1467
8792009665,4/9/2016,Saturday,1022
8792009665,4/10/2016,Sunday,4605
8792009665,4/11/2016,Monday,178
8792009665,4/12/2016,Tuesday,2556
8877689391,3/12/2016,Saturday,19442
8877689391,3/13/2016,Sunday,10594
8877689391,3/14/2016,Monday,20039
8877689391,3/15/2016,Tuesday,11176
8877689391,3/16/2016,Wednesday,17963
8877689391,3/17/2016,Thursday,15182
8877689391,3/18/2016,Friday,21467
8877689391,3/19/2016,Saturday,14761
8877689391,3/20/2016,Sunday,17377
8877689391,3/21/2016,Monday,11999
8877689391,3/22/2016,Tuesday,18399
8877689391,3/23/2016,Wednesday,23614
8877689391,3/24/2016,Thursday,10864
8877689391,3/25/2016,Friday,10529
8877689391,3/26/2016,Saturday,10686
8877689391,3/27/2016,Sunday,31226
8877689391,3/28/2016,Monday,10628
8877689391,3/29/2016,Tuesday,18297
8877689391,3/30/2016,Wednesday,18761
8877689391,3/31/2016,Thursday,13071
8877689391,4/1/2016,Friday,18664
8877689391,4/2/2016,Saturday,27439
8877689391,4/3/2016,Sunday,15184
8877689391,4/4/2016,Monday,20764
8877689391,4/5/2016,Tuesday,10629
8877689391,4/6/2016,Wednesday,24081
8877689391,4/7/2016,Thursday,10876
8877689391,4/8/2016,Friday,22989
8877689391,4/9/2016,Saturday,16451
8877689391,4/10/2016,Sunday,28481
8877689391,4/11/2016,Monday,10557
8877689391,4/12/2016,Tuesday,23186
1503960366,4/12/2016,Tuesday,13158
1503960366,4/13/2016,Wednesday,10735
1503960366,4/14/2016,Thursday,10460
1503960366,4/15/2016,Friday,9685
1503960366,4/16/2016,Saturday,12669
1503960366,4/17/2016,Sunday,9705
1503960366,4/18/2016,Monday,13019
1503960366,4/19/2016,Tuesday,15506
1503960366,4/20/2016,Wednesday,10544
1503960366,4/21/2016,Thursday,9819
1503960366,4/22/2016,Friday,12764
1503960366,4/23/2016,Saturday,14371
1503960366,4/24/2016,Sunday,10039
1503960366,4/25/2016,Monday,15355
1503960366,4/26/2016,Tuesday,13755
1503960366,4/27/2016,Wednesday,18125
1503960366,4/28/2016,Thursday,13091
1503960366,4/29/2016,Friday,11181
1503960366,4/30/2016,Saturday,14673
1503960366,5/1/2016,Sunday,10602
1503960366,5/2/2016,Monday,14710
1503960366,5/3/2016,Tuesday,15103
1503960366,5/4/2016,Wednesday,11100
1503960366,5/5/2016,Thursday,14047
1503960366,5/6/2016,Friday,12159
1503960366,5/7/2016,Saturday,11992
1503960366,5/8/2016,Sunday,10060
1503960366,5/9/2016,Monday,12022
1503960366,5/10/2016,Tuesday,12207
1503960366,5/11/2016,Wednesday,11890
1624580081,4/13/2016,Wednesday,7007
1624580081,4/14/2016,Thursday,9107
1624580081,4/15/2016,Friday,1490
1624580081,4/16/2016,Saturday,5370
1624580081,4/17/2016,Sunday,6150
1624580081,4/18/2016,Monday,10536
1624580081,4/19/2016,Tuesday,2916
1624580081,4/20/2016,Wednesday,4974
1624580081,4/21/2016,Thursday,6349
1624580081,4/22/2016,Friday,4002
1624580081,4/23/2016,Saturday,8538
1624580081,4/24/2016,Sunday,6076
1624580081,4/25/2016,Monday,6487
1624580081,4/26/2016,Tuesday,2826
1624580081,4/27/2016,Wednesday,8367
1624580081,4/28/2016,Thursday,2759
1624580081,4/29/2016,Friday,2390
1624580081,4/30/2016,Saturday,6474
1624580081,5/1/2016,Sunday,36019
1624580081,5/2/2016,Monday,7155
1624580081,5/3/2016,Tuesday,2100
1624580081,5/4/2016,Wednesday,2193
1624580081,5/5/2016,Thursday,2470
1624580081,5/6/2016,Friday,1727
1624580081,5/7/2016,Saturday,2104
1624580081,5/8/2016,Sunday,3427
1624580081,5/9/2016,Monday,1732
1624580081,5/10/2016,Tuesday,2969
1624580081,5/11/2016,Wednesday,3134
1624580081,5/12/2016,Thursday,2739
1644430081,4/12/2016,Tuesday,10694
1644430081,4/13/2016,Wednesday,8001
1644430081,4/14/2016,Thursday,11037
1644430081,4/15/2016,Friday,5263
1644430081,4/16/2016,Saturday,15223
1644430081,4/17/2016,Sunday,8757
1644430081,4/18/2016,Monday,7132
1644430081,4/19/2016,Tuesday,11231
1644430081,4/20/2016,Wednesday,2436
1644430081,4/21/2016,Thursday,1223
1644430081,4/22/2016,Friday,3673
1644430081,4/23/2016,Saturday,6637
1644430081,4/24/2016,Sunday,3321
1644430081,4/25/2016,Monday,3580
1644430081,4/26/2016,Tuesday,9919
1644430081,4/27/2016,Wednesday,3032
1644430081,4/28/2016,Thursday,9405
1644430081,4/29/2016,Friday,3176
1644430081,4/30/2016,Saturday,18213
1644430081,5/1/2016,Sunday,6132
1644430081,5/2/2016,Monday,3728
1644430081,5/3/2016,Tuesday,12789
1644430081,5/4/2016,Wednesday,2309
1644430081,5/5/2016,Thursday,4363
1644430081,5/6/2016,Friday,9758
1644430081,5/7/2016,Saturday,13372
1644430081,5/8/2016,Sunday,6724
1644430081,5/9/2016,Monday,6643
1644430081,5/10/2016,Tuesday,9167
1644430081,5/11/2016,Wednesday,989
1844505072,4/13/2016,Wednesday,4929
1844505072,4/14/2016,Thursday,7905
1844505072,4/15/2016,Friday,3844
1844505072,4/16/2016,Saturday,3414
1844505072,4/17/2016,Sunday,4525
1844505072,4/18/2016,Monday,4597
1844505072,4/19/2016,Tuesday,197
1844505072,4/20/2016,Wednesday,8
1844505072,4/21/2016,Thursday,8054
1844505072,4/22/2016,Friday,5372
1844505072,4/23/2016,Saturday,3570
1844505072,4/24/2016,Sunday,0
1844505072,4/25/2016,Monday,0
1844505072,4/26/2016,Tuesday,0
1844505072,4/27/2016,Wednesday,4
1844505072,4/28/2016,Thursday,6899
1844505072,4/29/2016,Friday,4920
1844505072,4/30/2016,Saturday,4014
1844505072,5/1/2016,Sunday,2573
1844505072,5/2/2016,Monday,0
1844505072,5/3/2016,Tuesday,4059
1844505072,5/4/2016,Wednesday,2080
1844505072,5/5/2016,Thursday,2237
1844505072,5/6/2016,Friday,44
1844505072,5/7/2016,Saturday,0
1844505072,5/8/2016,Sunday,0
1844505072,5/9/2016,Monday,0
1844505072,5/10/2016,Tuesday,0
1844505072,5/11/2016,Wednesday,0
1844505072,5/12/2016,Thursday,0
1927972279,4/13/2016,Wednesday,356
1927972279,4/14/2016,Thursday,2163
1927972279,4/15/2016,Friday,980
1927972279,4/16/2016,Saturday,0
1927972279,4/17/2016,Sunday,0
1927972279,4/18/2016,Monday,244
1927972279,4/19/2016,Tuesday,0
1927972279,4/20/2016,Wednesday,0
1927972279,4/21/2016,Thursday,0
1927972279,4/22/2016,Friday,149
1927972279,4/23/2016,Saturday,2945
1927972279,4/24/2016,Sunday,2090
1927972279,4/25/2016,Monday,152
1927972279,4/26/2016,Tuesday,3761
1927972279,4/27/2016,Wednesday,0
1927972279,4/28/2016,Thursday,1675
1927972279,4/29/2016,Friday,0
1927972279,4/30/2016,Saturday,0
1927972279,5/1/2016,Sunday,2704
1927972279,5/2/2016,Monday,3790
1927972279,5/3/2016,Tuesday,1326
1927972279,5/4/2016,Wednesday,1786
1927972279,5/5/2016,Thursday,0
1927972279,5/6/2016,Friday,2091
1927972279,5/7/2016,Saturday,1510
1927972279,5/8/2016,Sunday,0
1927972279,5/9/2016,Monday,0
1927972279,5/10/2016,Tuesday,0
1927972279,5/11/2016,Wednesday,0
1927972279,5/12/2016,Thursday,0
2022484408,4/13/2016,Wednesday,12024
2022484408,4/14/2016,Thursday,10690
2022484408,4/15/2016,Friday,11034
2022484408,4/16/2016,Saturday,10100
2022484408,4/17/2016,Sunday,15112
2022484408,4/18/2016,Monday,14131
2022484408,4/19/2016,Tuesday,11548
2022484408,4/20/2016,Wednesday,15112
2022484408,4/21/2016,Thursday,12453
2022484408,4/22/2016,Friday,12954
2022484408,4/23/2016,Saturday,6001
2022484408,4/24/2016,Sunday,13481
2022484408,4/25/2016,Monday,11369
2022484408,4/26/2016,Tuesday,10119
2022484408,4/27/2016,Wednesday,10159
2022484408,4/28/2016,Thursday,10140
2022484408,4/29/2016,Friday,10245
2022484408,4/30/2016,Saturday,18387
2022484408,5/1/2016,Sunday,10538
2022484408,5/2/2016,Monday,10379
2022484408,5/3/2016,Tuesday,12183
2022484408,5/4/2016,Wednesday,11768
2022484408,5/5/2016,Thursday,11895
2022484408,5/6/2016,Friday,10227
2022484408,5/7/2016,Saturday,6708
2022484408,5/8/2016,Sunday,3292
2022484408,5/9/2016,Monday,13379
2022484408,5/10/2016,Tuesday,12798
2022484408,5/11/2016,Wednesday,13272
2022484408,5/12/2016,Thursday,8339
2026352035,4/13/2016,Wednesday,4993
2026352035,4/14/2016,Thursday,3305
2026352035,4/15/2016,Friday,3821
2026352035,4/16/2016,Saturday,2547
2026352035,4/17/2016,Sunday,838
2026352035,4/18/2016,Monday,3325
2026352035,4/19/2016,Tuesday,2424
2026352035,4/20/2016,Wednesday,7222
2026352035,4/21/2016,Thursday,2467
2026352035,4/22/2016,Friday,2915
2026352035,4/23/2016,Saturday,12357
2026352035,4/24/2016,Sunday,3490
2026352035,4/25/2016,Monday,6017
2026352035,4/26/2016,Tuesday,5933
2026352035,4/27/2016,Wednesday,6088
2026352035,4/28/2016,Thursday,6375
2026352035,4/29/2016,Friday,7604
2026352035,4/30/2016,Saturday,4729
2026352035,5/1/2016,Sunday,3609
2026352035,5/2/2016,Monday,7018
2026352035,5/3/2016,Tuesday,5992
2026352035,5/4/2016,Wednesday,6564
2026352035,5/5/2016,Thursday,12167
2026352035,5/6/2016,Friday,8198
2026352035,5/7/2016,Saturday,4193
2026352035,5/8/2016,Sunday,5528
2026352035,5/9/2016,Monday,10652
2026352035,5/10/2016,Tuesday,254
2026352035,5/11/2016,Wednesday,8580
2026352035,5/12/2016,Thursday,8449
2320127002,4/13/2016,Wednesday,7275
2320127002,4/14/2016,Thursday,3973
2320127002,4/15/2016,Friday,5205
2320127002,4/16/2016,Saturday,5044
2320127002,4/17/2016,Sunday,6198
2320127002,4/18/2016,Monday,6538
2320127002,4/19/2016,Tuesday,5997
2320127002,4/20/2016,Wednesday,7162
2320127002,4/21/2016,Thursday,3404
2320127002,4/22/2016,Friday,5583
2320127002,4/23/2016,Saturday,5079
2320127002,4/24/2016,Sunday,4159
2320127002,4/25/2016,Monday,3588
2320127002,4/26/2016,Tuesday,3409
2320127002,4/27/2016,Wednesday,1715
2320127002,4/28/2016,Thursday,1532
2320127002,4/29/2016,Friday,924
2320127002,4/30/2016,Saturday,4558
2320127002,5/1/2016,Sunday,772
2320127002,5/2/2016,Monday,3634
2320127002,5/3/2016,Tuesday,7443
2320127002,5/4/2016,Wednesday,1201
2320127002,5/5/2016,Thursday,5202
2320127002,5/6/2016,Friday,4878
2320127002,5/7/2016,Saturday,7379
2320127002,5/8/2016,Sunday,5153
2320127002,5/9/2016,Monday,3090
2320127002,5/10/2016,Tuesday,6227
2320127002,5/11/2016,Wednesday,6424
2320127002,5/12/2016,Thursday,2564
2347167796,4/13/2016,Wednesday,10352
2347167796,4/14/2016,Thursday,10129
2347167796,4/15/2016,Friday,10465
2347167796,4/16/2016,Saturday,22244
2347167796,4/17/2016,Sunday,5472
2347167796,4/18/2016,Monday,8247
2347167796,4/19/2016,Tuesday,6711
2347167796,4/20/2016,Wednesday,10999
2347167796,4/21/2016,Thursday,10080
2347167796,4/22/2016,Friday,7804
2347167796,4/23/2016,Saturday,16901
2347167796,4/24/2016,Sunday,9471
2347167796,4/25/2016,Monday,9482
2347167796,4/26/2016,Tuesday,5980
2347167796,4/27/2016,Wednesday,11423
2347167796,4/28/2016,Thursday,5439
2347167796,4/29/2016,Friday,25
2873212765,4/12/2016,Tuesday,8796
2873212765,4/13/2016,Wednesday,7618
2873212765,4/14/2016,Thursday,7910
2873212765,4/15/2016,Friday,8482
2873212765,4/16/2016,Saturday,9677
2873212765,4/17/2016,Sunday,2524
2873212765,4/18/2016,Monday,7762
2873212765,4/19/2016,Tuesday,7948
2873212765,4/20/2016,Wednesday,9202
2873212765,4/21/2016,Thursday,8859
2873212765,4/22/2016,Friday,7286
2873212765,4/23/2016,Saturday,9317
2873212765,4/24/2016,Sunday,6873
2873212765,4/25/2016,Monday,7373
2873212765,4/26/2016,Tuesday,8242
2873212765,4/27/2016,Wednesday,3516
2873212765,4/28/2016,Thursday,7913
2873212765,4/29/2016,Friday,7365
2873212765,4/30/2016,Saturday,8452
2873212765,5/1/2016,Sunday,7399
2873212765,5/2/2016,Monday,7525
2873212765,5/3/2016,Tuesday,7412
2873212765,5/4/2016,Wednesday,8278
2873212765,5/5/2016,Thursday,8314
2873212765,5/6/2016,Friday,7063
2873212765,5/7/2016,Saturday,4940
2873212765,5/8/2016,Sunday,8168
2873212765,5/9/2016,Monday,7726
2873212765,5/10/2016,Tuesday,8275
2873212765,5/11/2016,Wednesday,6440
2873212765,5/12/2016,Thursday,7475
3372868164,4/12/2016,Tuesday,4747
3372868164,4/13/2016,Wednesday,9715
3372868164,4/14/2016,Thursday,8844
3372868164,4/15/2016,Friday,7451
3372868164,4/16/2016,Saturday,6905
3372868164,4/17/2016,Sunday,8199
3372868164,4/18/2016,Monday,6798
3372868164,4/19/2016,Tuesday,7711
3372868164,4/20/2016,Wednesday,4880
3372868164,4/21/2016,Thursday,8857
3372868164,4/22/2016,Friday,3843
3372868164,4/23/2016,Saturday,7396
3372868164,4/24/2016,Sunday,6731
3372868164,4/25/2016,Monday,5995
3372868164,4/26/2016,Tuesday,8283
3372868164,4/27/2016,Wednesday,7904
3372868164,4/28/2016,Thursday,5512
3372868164,4/29/2016,Friday,9135
3372868164,4/30/2016,Saturday,5250
3372868164,5/1/2016,Sunday,2901
3977333714,4/13/2016,Wednesday,10035
3977333714,4/14/2016,Thursday,7641
3977333714,4/15/2016,Friday,9010
3977333714,4/16/2016,Saturday,13459
3977333714,4/17/2016,Sunday,10415
3977333714,4/18/2016,Monday,11663
3977333714,4/19/2016,Tuesday,12257
3977333714,4/20/2016,Wednesday,11658
3977333714,4/21/2016,Thursday,6072
3977333714,4/22/2016,Friday,8911
3977333714,4/23/2016,Saturday,12058
3977333714,4/24/2016,Sunday,14112
3977333714,4/25/2016,Monday,11168
3977333714,4/26/2016,Tuesday,11388
3977333714,4/27/2016,Wednesday,7193
3977333714,4/28/2016,Thursday,7114
3977333714,4/29/2016,Friday,10645
3977333714,4/30/2016,Saturday,13238
3977333714,5/1/2016,Sunday,10414
3977333714,5/2/2016,Monday,16520
3977333714,5/3/2016,Tuesday,14335
3977333714,5/4/2016,Wednesday,13373
3977333714,5/5/2016,Thursday,12312
3977333714,5/6/2016,Friday,11677
3977333714,5/7/2016,Saturday,11550
3977333714,5/8/2016,Sunday,13585
3977333714,5/9/2016,Monday,14513
3977333714,5/10/2016,Tuesday,13072
4020332650,4/13/2016,Wednesday,0
4020332650,4/14/2016,Thursday,38
4020332650,4/15/2016,Friday,1873
4020332650,4/16/2016,Saturday,1969
4020332650,4/17/2016,Sunday,7
4020332650,4/18/2016,Monday,62
4020332650,4/19/2016,Tuesday,0
4020332650,4/20/2016,Wednesday,0
4020332650,4/21/2016,Thursday,0
4020332650,4/22/2016,Friday,0
4020332650,4/23/2016,Saturday,0
4020332650,4/24/2016,Sunday,0
4020332650,4/25/2016,Monday,0
4020332650,4/26/2016,Tuesday,0
4020332650,4/27/2016,Wednesday,0
4020332650,4/28/2016,Thursday,0
4020332650,4/29/2016,Friday,0
4020332650,4/30/2016,Saturday,0
4020332650,5/1/2016,Sunday,0
4020332650,5/2/2016,Monday,465
4020332650,5/3/2016,Tuesday,4465
4020332650,5/4/2016,Wednesday,10194
4020332650,5/5/2016,Thursday,11713
4020332650,5/6/2016,Friday,4357
4020332650,5/7/2016,Saturday,5005
4020332650,5/8/2016,Sunday,5812
4020332650,5/9/2016,Monday,4556
4020332650,5/10/2016,Tuesday,5474
4020332650,5/11/2016,Wednesday,3663
4020332650,5/12/2016,Thursday,257
4057192912,4/13/2016,Wednesday,5974
4057192912,4/14/2016,Thursday,0
4057192912,4/15/2016,Friday,3937
4319703577,4/12/2016,Tuesday,0
4319703577,4/13/2016,Wednesday,3619
4319703577,4/14/2016,Thursday,10210
4319703577,4/15/2016,Friday,5664
4319703577,4/16/2016,Saturday,4744
4319703577,4/17/2016,Sunday,29
4319703577,4/18/2016,Monday,2229
4319703577,4/19/2016,Tuesday,8925
4319703577,4/20/2016,Wednesday,8915
4319703577,4/21/2016,Thursday,517
4319703577,4/22/2016,Friday,4500
4319703577,4/23/2016,Saturday,4935
4319703577,4/24/2016,Sunday,4081
4319703577,4/25/2016,Monday,9259
4319703577,4/26/2016,Tuesday,9899
4319703577,4/27/2016,Wednesday,10780
4319703577,4/28/2016,Thursday,10810
4319703577,4/29/2016,Friday,7990
