Id,SleepDay,Weekday,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
6117666160,3/22/2016,Tuesday,1,376,404
6117666160,3/23/2016,Wednesday,1,484,542
6117666160,3/24/2016,Thursday,1,699,790
6117666160,3/25/2016,Friday,1,510,523
6117666160,3/26/2016,Saturday,1,436,467
6117666160,3/27/2016,Sunday,1,496,515
6117666160,3/28/2016,Monday,1,21,33
6117666160,3/29/2016,Tuesday,1,556,573
6117666160,3/30/2016,Wednesday,1,101,106
6117666160,3/31/2016,Thursday,1,589,609
6117666160,4/1/2016,Friday,1,558,586
6117666160,4/2/2016,Saturday,1,454,466
6117666160,4/5/2016,Tuesday,1,61,66
6117666160,4/6/2016,Wednesday,1,523,561
6117666160,4/7/2016,Thursday,1,499,514
6117666160,4/9/2016,Saturday,1,435,467
6117666160,4/16/2016,Saturday,1,380,398
6117666160,4/17/2016,Sunday,2,336,350
6117666160,4/18/2016,Monday,2,493,510
6117666160,4/19/2016,Tuesday,1,465,492
6117666160,4/20/2016,Wednesday,1,474,502
6117666160,4/21/2016,Thursday,1,508,550
6117666160,4/22/2016,Friday,1,480,546
6117666160,4/23/2016,Saturday,1,492,539
6117666160,4/24/2016,Sunday,1,353,367
6117666160,4/27/2016,Wednesday,1,542,557
6117666160,4/28/2016,Thursday,1,393,416
6117666160,4/29/2016,Friday,1,600,636
6117666160,5/1/2016,Sunday,1,507,575
6117666160,5/5/2016,Thursday,1,392,415
6117666160,5/6/2016,Friday,2,658,698
6117666160,5/7/2016,Saturday,2,498,507
6117666160,5/8/2016,Sunday,1,555,603
6117666160,5/9/2016,Monday,1,492,522
6775888955,3/11/2016,Friday,1,66,75
6775888955,3/12/2016,Saturday,1,421,438
6775888955,3/13/2016,Sunday,1,37,39
6775888955,3/14/2016,Monday,1,590,643
6775888955,3/15/2016,Tuesday,1,119,122
6775888955,3/18/2016,Friday,1,278,300
6775888955,3/19/2016,Saturday,1,387,403
6775888955,3/21/2016,Monday,1,364,405
6775888955,3/25/2016,Friday,1,36,69
6775888955,3/26/2016,Saturday,1,332,359
6775888955,3/27/2016,Sunday,1,363,407
6775888955,3/28/2016,Monday,1,454,504
6775888955,3/31/2016,Thursday,1,290,307
6775888955,4/1/2016,Friday,1,10,13
6775888955,4/2/2016,Saturday,1,429,452
6775888955,4/6/2016,Wednesday,1,441,467
6775888955,4/7/2016,Thursday,1,275,291
6775888955,4/13/2016,Wednesday,1,235,260
6775888955,4/14/2016,Thursday,1,423,441
6775888955,4/15/2016,Friday,1,391,406
6962181067,3/11/2016,Friday,1,23,31
6962181067,3/12/2016,Saturday,1,522,533
6962181067,3/13/2016,Sunday,1,483,497
6962181067,3/14/2016,Monday,1,431,461
6962181067,3/15/2016,Tuesday,1,360,389
6962181067,3/16/2016,Wednesday,1,329,354
6962181067,3/17/2016,Thursday,1,381,395
6962181067,3/18/2016,Friday,1,421,454
6962181067,3/19/2016,Saturday,1,487,499
6962181067,3/20/2016,Sunday,1,449,467
6962181067,3/21/2016,Monday,1,427,434
6962181067,3/22/2016,Tuesday,1,537,550
6962181067,3/23/2016,Wednesday,1,563,568
6962181067,3/24/2016,Thursday,1,461,474
6962181067,3/25/2016,Friday,1,503,528
6962181067,3/26/2016,Saturday,1,476,487
6962181067,3/27/2016,Sunday,1,516,552
6962181067,3/28/2016,Monday,1,515,538
6962181067,3/29/2016,Tuesday,1,397,399
6962181067,3/30/2016,Wednesday,1,418,432
6962181067,3/31/2016,Thursday,1,509,529
6962181067,4/1/2016,Friday,1,527,532
6962181067,4/2/2016,Saturday,1,399,415
6962181067,4/3/2016,Sunday,1,537,568
6962181067,4/4/2016,Monday,1,363,399
6962181067,4/5/2016,Tuesday,1,358,406
6962181067,4/6/2016,Wednesday,1,474,502
6962181067,4/7/2016,Thursday,1,423,430
6962181067,4/8/2016,Friday,1,402,403
6962181067,4/9/2016,Saturday,1,434,455
6962181067,4/10/2016,Sunday,1,414,429
6962181067,4/11/2016,Monday,1,393,406
6962181067,4/12/2016,Tuesday,1,366,387
6962181067,4/13/2016,Wednesday,3,630,679
6962181067,4/14/2016,Thursday,2,508,535
6962181067,4/15/2016,Friday,1,370,386
6962181067,4/16/2016,Saturday,1,357,366
6962181067,4/17/2016,Sunday,1,427,446
6962181067,4/18/2016,Monday,1,442,458
6962181067,4/19/2016,Tuesday,1,476,535
6962181067,4/20/2016,Wednesday,1,418,424
6962181067,4/21/2016,Thursday,1,451,457
6962181067,4/22/2016,Friday,1,425,435
6962181067,4/23/2016,Saturday,1,528,546
6962181067,4/24/2016,Sunday,1,511,514
6962181067,4/25/2016,Monday,1,400,415
6962181067,4/26/2016,Tuesday,1,441,446
6962181067,4/27/2016,Wednesday,1,455,467
6962181067,4/28/2016,Thursday,1,440,453
6962181067,4/29/2016,Friday,1,433,447
6962181067,4/30/2016,Saturday,1,422,424
6962181067,5/1/2016,Sunday,1,411,426
6962181067,5/2/2016,Monday,1,466,482
6962181067,5/3/2016,Tuesday,1,394,418
6962181067,5/4/2016,Wednesday,1,442,455
6962181067,5/5/2016,Thursday,1,467,491
6962181067,5/6/2016,Friday,1,443,462
6962181067,5/7/2016,Saturday,1,298,334
6962181067,5/8/2016,Sunday,1,541,569
6962181067,5/9/2016,Monday,1,489,497
6962181067,5/10/2016,Tuesday,1,469,481
6962181067,5/11/2016,Wednesday,1,452,480
6962181067,5/12/2016,Thursday,1,516,535
7007744171,3/14/2016,Monday,1,87,88
7007744171,3/24/2016,Thursday,1,62,67
7007744171,3/26/2016,Saturday,1,57,64
7007744171,3/30/2016,Wednesday,1,63,64
7007744171,4/2/2016,Saturday,1,56,69
7007744171,4/3/2016,Sunday,1,70,73
7007744171,4/5/2016,Tuesday,1,66,70
7007744171,4/7/2016,Thursday,1,63,66
7007744171,4/16/2016,Saturday,1,79,82
7007744171,5/1/2016,Sunday,1,58,61
7086361926,3/12/2016,Saturday,1,557,567
7086361926,3/13/2016,Sunday,1,20,23
7086361926,3/14/2016,Monday,1,414,428
7086361926,3/15/2016,Tuesday,1,392,399
7086361926,3/16/2016,Wednesday,1,404,412
7086361926,3/17/2016,Thursday,1,396,415
7086361926,3/20/2016,Sunday,1,460,466
7086361926,3/21/2016,Monday,1,521,535
7086361926,3/23/2016,Wednesday,1,440,459
7086361926,3/25/2016,Friday,1,281,288
7086361926,3/26/2016,Saturday,1,311,329
7086361926,3/27/2016,Sunday,1,68,69
7086361926,3/28/2016,Monday,1,228,238
7086361926,3/29/2016,Tuesday,1,470,522
7086361926,3/30/2016,Wednesday,1,615,658
7086361926,3/31/2016,Thursday,1,635,662
7086361926,4/1/2016,Friday,1,410,441
7086361926,4/2/2016,Saturday,1,552,566
7086361926,4/5/2016,Tuesday,1,89,91
7086361926,4/6/2016,Wednesday,1,454,469
7086361926,4/7/2016,Thursday,1,503,512
7086361926,4/8/2016,Friday,1,389,405
7086361926,4/9/2016,Saturday,1,466,487
7086361926,4/10/2016,Sunday,1,36,45
7086361926,4/11/2016,Monday,1,497,505
7086361926,4/12/2016,Tuesday,1,514,525
7086361926,4/12/2016,Tuesday,1,410,416
7086361926,4/13/2016,Wednesday,1,451,465
7086361926,4/14/2016,Thursday,1,472,476
7086361926,4/15/2016,Friday,1,377,386
7086361926,4/19/2016,Tuesday,1,472,483
7086361926,4/20/2016,Wednesday,1,492,502
7086361926,4/21/2016,Thursday,1,390,411
7086361926,4/22/2016,Friday,1,428,448
7086361926,4/24/2016,Sunday,1,681,704
7086361926,4/25/2016,Monday,1,446,447
7086361926,4/26/2016,Tuesday,1,485,500
7086361926,4/27/2016,Wednesday,1,469,479
7086361926,4/28/2016,Thursday,1,354,367
7086361926,4/30/2016,Saturday,1,485,489
7086361926,5/1/2016,Sunday,1,388,407
7086361926,5/2/2016,Monday,1,440,459
7086361926,5/3/2016,Tuesday,1,456,461
7086361926,5/4/2016,Wednesday,1,420,436
7086361926,5/6/2016,Friday,1,322,333
7086361926,5/7/2016,Saturday,1,530,548
7086361926,5/8/2016,Sunday,1,481,510
7086361926,5/9/2016,Monday,1,427,438
7086361926,5/11/2016,Wednesday,1,451,463
7086361926,5/12/2016,Thursday,1,444,457
8053475328,3/29/2016,Tuesday,1,498,501
8053475328,4/20/2016,Wednesday,1,486,493
8053475328,4/23/2016,Saturday,1,331,337
8053475328,5/7/2016,Saturday,1,74,75
8378563200,3/11/2016,Friday,1,110,112
8378563200,3/12/2016,Saturday,1,577,672
8378563200,3/13/2016,Sunday,1,521,560
8378563200,3/14/2016,Monday,1,331,365
8378563200,3/15/2016,Tuesday,1,349,377
8378563200,3/16/2016,Wednesday,1,382,404
8378563200,3/17/2016,Thursday,1,390,422
8378563200,3/18/2016,Friday,1,561,599
8378563200,3/19/2016,Saturday,1,489,516
8378563200,3/20/2016,Sunday,1,443,473
8378563200,3/21/2016,Monday,1,416,441
8378563200,3/22/2016,Tuesday,1,445,477
8378563200,3/23/2016,Wednesday,1,356,382
8378563200,3/24/2016,Thursday,1,420,451
8378563200,3/25/2016,Friday,1,271,278
8378563200,3/26/2016,Saturday,1,615,681
8378563200,3/27/2016,Sunday,1,568,593
8378563200,3/28/2016,Monday,1,434,455
8378563200,3/29/2016,Tuesday,1,321,349
8378563200,3/30/2016,Wednesday,1,563,606
8378563200,3/31/2016,Thursday,1,428,458
8378563200,4/1/2016,Friday,1,408,432
8378563200,4/2/2016,Saturday,1,582,639
8378563200,4/3/2016,Sunday,1,529,558
8378563200,4/4/2016,Monday,1,417,441
8378563200,4/5/2016,Tuesday,1,414,437
8378563200,4/6/2016,Wednesday,1,403,421
8378563200,4/7/2016,Thursday,1,458,495
8378563200,4/8/2016,Friday,1,302,323
8378563200,4/9/2016,Saturday,1,405,487
8378563200,4/10/2016,Sunday,1,568,596
8378563200,4/11/2016,Monday,1,330,356
8378563200,4/12/2016,Tuesday,1,338,356
8378563200,4/12/2016,Tuesday,1,247,255
8378563200,4/13/2016,Wednesday,2,447,487
8378563200,4/14/2016,Thursday,1,424,455
8378563200,4/15/2016,Friday,1,513,533
8378563200,4/16/2016,Saturday,2,611,689
8378563200,4/17/2016,Sunday,2,525,591
8378563200,4/18/2016,Monday,1,398,451
8378563200,4/19/2016,Tuesday,1,387,421
8378563200,4/20/2016,Wednesday,1,381,409
8378563200,4/21/2016,Thursday,1,396,417
8378563200,4/22/2016,Friday,1,441,469
8378563200,4/23/2016,Saturday,1,565,591
8378563200,4/24/2016,Sunday,1,458,492
8378563200,4/25/2016,Monday,1,388,402
8378563200,4/26/2016,Tuesday,1,550,584
8378563200,4/27/2016,Wednesday,1,531,600
8378563200,4/28/2016,Thursday,1,506,556
8378563200,4/29/2016,Friday,1,527,562
8378563200,4/30/2016,Saturday,1,468,555
8378563200,5/1/2016,Sunday,1,475,539
8378563200,5/2/2016,Monday,1,351,385
8378563200,5/3/2016,Tuesday,1,405,429
8378563200,5/4/2016,Wednesday,1,441,477
8378563200,5/5/2016,Thursday,1,381,417
8378563200,5/6/2016,Friday,1,323,355
8378563200,5/7/2016,Saturday,2,459,513
8378563200,5/8/2016,Sunday,1,545,606
8378563200,5/9/2016,Monday,1,359,399
8378563200,5/10/2016,Tuesday,1,342,391
8378563200,5/11/2016,Wednesday,1,368,387
8378563200,5/12/2016,Thursday,1,496,546
8792009665,3/27/2016,Sunday,1,391,420
8792009665,3/28/2016,Monday,1,389,407
8792009665,3/29/2016,Tuesday,1,196,205
8792009665,3/30/2016,Wednesday,1,442,459
8792009665,4/1/2016,Friday,1,480,504
8792009665,4/3/2016,Sunday,1,479,517
8792009665,4/4/2016,Monday,1,566,595
8792009665,4/5/2016,Tuesday,1,384,414
8792009665,4/6/2016,Wednesday,1,427,463
8792009665,4/7/2016,Thursday,1,446,475
8792009665,4/8/2016,Friday,1,424,447
8792009665,4/9/2016,Saturday,1,601,638
8792009665,4/12/2016,Tuesday,1,458,493
8792009665,4/13/2016,Wednesday,1,531,552
8792009665,4/14/2016,Thursday,1,486,503
8792009665,4/15/2016,Friday,1,363,377
8792009665,4/20/2016,Wednesday,1,528,547
8792009665,4/22/2016,Friday,1,391,407
8792009665,4/23/2016,Saturday,1,339,360
8792009665,4/27/2016,Wednesday,1,423,428
8792009665,4/28/2016,Thursday,1,402,416
8792009665,4/29/2016,Friday,1,398,406
8792009665,4/30/2016,Saturday,1,343,360
8792009665,5/1/2016,Sunday,1,503,527
8792009665,5/2/2016,Monday,1,415,423
8792009665,5/3/2016,Tuesday,1,516,545
8792009665,5/4/2016,Wednesday,1,439,463
